index	*ID	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol	prop13	par13	min13	max13
jamellasunique457	457	100	1		1		27		glv			5	5000								ass		1	3	cheap		10	20	mana%		13	27	all-stats		11	19																																		0				
jamellasunique458	458	100	1		1		33		tsp			5	5000								allskills		1	1	dmg%		215	430	openwounds		35	70	pierce-immunity-damage		300	300	swing1		15	58	slow		25	25																										0				
jamellasunique459	459	100	1		1		6		spr			5	5000								allskills		1	1	res-ltng-max		10	20	abs-ltng%		25	50	mana-kill		6	8	heal-kill		6	8																														0				
jamellasunique460	460	100	1		1		10		tri			5	5000								bar		1	2	hp		20	30	ease		-10	-10																																						0				
jamellasunique461	461	100	1		1		17		brn			5	5000								ama		1	2	all-stats		9	14	res-all		20	29	att-demon		117	251	balance1		35	35																														0				
jamellasunique462	462	100	1		1		19		spt			5	5000								ama		1	2	cheap		10	20	heal-kill		9	15	res-fire		24	37																																		0				
jamellasunique463	463	100	1		1		27		pik			5	5000								ama		1	3	addxp		10	20	vit		27	41	res-pois-max		10	20	mana%		13	27	move1		15	52	extra-pois		81	108	hp		54	81																		0				
jamellasunique464	464	100	1		1		5		bar			5	5000								dru		1	2	hp		10	15	mana%		2	5	demon-heal		6	8																																		0				
jamellasunique465	465	100	1		1		12		vou			5	5000								dru		1	2	regen-mana		6	24	mag%		37	74	hp		24	36	res-all		17	25																														0				
jamellasunique466	466	100	1		1		16		scy			5	5000								allskills		1	1	dmg%		130	260	thorns		16	32	swing1		15	41	dmg-ac		50	210	aura	122	3	6	noheal		1	1	indestruct		1	1																		0				
jamellasunique467	467	100	1		1		24		pax			5	5000								dru		1	2	all-stats		11	17	regen-mana		12	48	cheap		10	20	regen		12	48																														0				
jamellasunique468	468	100	1		1		33		hal			5	5000								allskills		1	1	vit		33	50	addxp		10	20	heal-kill		13	22	res-pois-len		75	75	oskill	121	6	33	demon-heal		13	22	cheap		10	20	res-all		24	35	extra-pois		99	132										0				
jamellasunique469	469	100	1		1		36		wsc			5	5000								dru		1	3	enr		36	54	pierce-immunity-fire		300	300	gold%		122	208	aura	102	3	12	mag%		61	122	oskill	81	6	36	addxp		10	20																		0				
jamellasunique470	470	100	1		1		1		sst			5	5000								allskills		1	1	addxp		10	20	vit		1	2																																						0				
jamellasunique471	471	100	1		1		9		lst			5	5000								dru		1	2	cheap		10	20	mag%		34	68	heal-kill		7	10																																		0				
jamellasunique472	472	100	1		1		10		cst			5	5000								ass		1	2	cheap		10	20	regen		5	20	res-all		16	24	hp%		5	10	mana		20	30																										0				
jamellasunique473	473	100	1		1		17		bst			5	5000								ass		1	2	mana-kill		9	14	demon-heal		9	14	mana		34	51	gold%		84	151																														0				
jamellasunique474	474	100	1		1		23		wst			5	5000								ass		1	2	gold%		96	169	regen		11	46	addxp		10	20	all-stats		10	17	extra-pois		69	92	move1		15	48	mag%		48	96																		0				
jamellasunique475	475	100	1		1		1		sbw			5	5000								ama		1	2	vit		1	2	ease		-1	-1																																						0				
jamellasunique476	476	100	1		1		5		hbw			5	5000								allskills		1	1	openwounds		35	70	swing1		15	30																																						0				
jamellasunique477	477	100	1		1		8		lbw			5	5000								ama		1	2	res-ltng-max		10	20	mana%		4	8	gold%		66	124																																		0				
jamellasunique478	478	100	1		1		12		cbw			5	5000								allskills		1	1	mana-kill		8	11	res-pois-len		75	75	mana		24	36	all-stats		8	11	ease		-12	-12	regen-mana		6	24																						0				
jamellasunique479	479	100	1		1		18		sbb			5	5000								ama		1	2	abs-cold%		25	50	ease		-18	-18	gold%		86	154																																		0				
jamellasunique480	480	100	1		1		21		lbb			5	5000								ama		1	2	res-cold		25	39	hp%		10	21	enr		21	32	mana%		10	21	move1		15	46	cheap		10	20																						0				
jamellasunique481	481	100	1		1		29		swb			5	5000								allskills		1	1	dmg%		195	390	swing1		15	54	indestruct		1	1	att		170	315	ease		-29	-29	demon-heal		12	20	dmg-ac		50	340	hp		58	87	crush		25	25										0				
jamellasunique482	482	100	1		1		36		lwb			5	5000								allskills		1	1	dmg%		230	460	cheap		10	20	vit		36	54	thorns		36	72	demon-heal		14	23	indestruct		1	1	hp		72	108																		0				
jamellasunique483	483	100	1		1		5		lxb			5	5000								ama		1	2	dmg%		75	150	ethereal		1	1	indestruct		1	1																																		0				
jamellasunique484	484	100	1		1		14		mxb			5	5000								allskills		1	1	hp		28	42	all-stats		8	12	mana-kill		8	12																																		0				
jamellasunique485	485	100	1		1		24		hxb			5	5000								nec		1	2	cheap		10	20	hp		48	72	regen-mana		12	48	regen		12	48	addxp		10	20	extra-pois		72	96	mana		48	72																		0				
jamellasunique486	486	100	1		1		38		rxb			5	5000								allskills		1	1	openwounds		35	70	res-all-max		10	20	heal-kill		14	24	dmg%		240	480	gold%		126	214	levelreq		1	1	ethereal		1	1	indestruct		1	1														0				
jamellasunique487	487	100	1		1		32		9ha			5	5000								dru		1	3	oskill	121	6	32	mana-kill		13	21	ease		-32	-32	mana		64	96	hp%		16	32	pierce-immunity-poison		300	300	demon-heal		13	21	regen		16	64	regen-mana		16	64										0				
jamellasunique488	488	100	1		1		31		9ax			5	5000								dru		1	3	dmg-ac		50	360	dmg-norm		155	310	att%		131	293	hp		62	93	res-all		24	35																										0				
jamellasunique489	489	100	1		1		41		92a			5	5000								dmg%		255	510	bar		1	3	str		41	62	deadly		35	70	swing1		15	66																														0				
jamellasunique490	490	100	1		1		40		9mp			5	5000								nec		1	3	cast1		10	25	extra-pois		120	160	heal-kill		15	25	ease		-40	-40	regen		20	80																										0				
jamellasunique491	491	100	1		1		54		9wa			5	5000								allskills		1	2	regen		27	108	cast1		10	25	res-all-max		10	20	extra-ltng		108	162	enr		54	81	hp%		27	54	move1		15	79	all-stats		18	32	dmg-ltng		270	540										0				
jamellasunique492	492	100	1		1		37		9la			5	5000								dru		1	3	res-all-max		10	20	addxp		10	20	regen-mana		18	74	heal-kill		14	24	cheap		10	20	gold%		124	211																						0				
jamellasunique493	493	100	1		1		40		9ba			5	5000								dru		1	3	regen		20	80	res-fire-max		10	20	dmg-fire		200	400	vit		40	60	hp%		20	40	fireskill		1	3	mana%		20	40																		0				
jamellasunique494	494	100	1		1		43		9bt			5	5000								ass		1	3	dmg%		265	530	heal-kill		15	27	aura	98	3	15	balance1		35	35	dmg-ac		50	480	dmg-norm		215	430	mag%		68	136																		0				
jamellasunique495	495	100	1		1		49		9ga			5	5000								allskills		1	1	dmg%		295	590	att%		149	347	dex		49	74	slow		25	25	att-demon		149	347	ease		-49	-49	ethereal		1	1	indestruct		1	1														0				
jamellasunique496	496	100	1		1		52		9gi			5	5000								dru		1	4	enr		52	78	vit		52	78	res-fire-max		10	20	cheap		10	20	gold%		154	256	addxp		10	20																						0				
jamellasunique497	497	100	1		1		27		9wn			5	5000								sor		1	3	res-ltng		27	42	abs-ltng%		25	50	demon-heal		11	19	ease		-27	-27	light-thorns		27	54	oskill	81	6	27																						0				
jamellasunique498	498	100	1		1		35		9yw			5	5000								dru		1	3	addxp		10	20	pierce-immunity-cold		300	300	vit		35	53	res-cold-max		10	20	gold%		120	205	oskill	121	6	35	cheap		10	20																		0				
jamellasunique499	499	100	1		1		52		9bw			5	5000								sor		1	4	regen		26	104	mana%		26	52	hp%		26	52	res-ltng-max		10	20	mana		104	156	gold%		154	256	cheap		10	20	oskill	121	6	52	mag%		77	154	demon-heal		18	31						0				
jamellasunique500	500	100	1		1		46		9gw			5	5000								allskills		1	1	res-cold-max		10	20	extra-cold		92	138	half-freeze		1	1	mana-kill		16	28	gold%		142	238	ease		-46	-46	cheap		10	20	mana		92	138														0				
jamellasunique501	501	100	1		1		27		9cl			5	5000								dmg%		185	370	bar		1	3	att%		127	281	vit		27	41	noheal		1	1																														0				
jamellasunique502	502	100	1		1		32		9sc			5	5000								dru		1	3	dmg%		210	420	demon-heal		13	21	swing1		15	57	res-all-max		10	20	dex		32	48	att-demon		132	296	oskill	121	6	32	reduce-ac		50	75														0				
jamellasunique503	503	100	1		1		45		9qs			5	5000								allskills		1	1	gold%		140	235	mag%		70	140	heal-kill		16	28	cheap		10	20	mana		90	135	ease		-45	-45	half-freeze		1	1																		0				
jamellasunique504	504	100	1		1		45		9ws			5	5000								allskills		1	1	gold%		140	235	abs-cold%		25	50	demon-heal		16	28	ease		-45	-45	freeze		1	1	oskill	121	6	45	vit		45	68	hp%		22	45														0				
jamellasunique505	505	100	1		1		37		9sp			5	5000								dru		1	3	dmg-cold	150	185	370	all-stats		14	24	hp%		18	37	res-all		25	37																														0				
jamellasunique506	506	100	1		1		31		9ma			5	5000								pal		1	3	res-cold		28	43	move1		15	56	mag%		56	112	aura	114	3	11	mana-kill		12	21	oskill	121	6	31																						0				
jamellasunique507	507	100	1		1		45		9mt			5	5000								dru		1	3	res-all-max		10	20	hp		90	135	pierce-immunity-cold		300	300	enr		45	68	all-stats		16	28																										0				
jamellasunique508	508	100	1		1		45		9fl			5	5000								sor		1	3	all-stats		16	28	gold%		140	235	demon-heal		16	28	vit		45	68																														0				
jamellasunique509	509	100	1		1		53		9wh			5	5000								dmg%		315	630	all-stats		18	32	dex		53	80	deadly		35	70	dmg-norm		265	530	indestruct		1	1	dmg-undead		359	765	att-undead		153	359	ass		1	4														0				
jamellasunique510	510	100	1		1		54		9m9			5	5000								pal		1	4	res-all		28	40	mana		108	162	dmg-ltng		270	540	move1		15	79	regen-mana		27	108	mana-kill		18	32																						0				
jamellasunique511	511	100	1		1		58		9gm			5	5000								ass		1	4	mag%		83	166	hp		116	174	move1		15	83	extra-cold		116	174	aura	114	3	20	freeze		1	1	mana-kill		19	34																		0				
jamellasunique512	512	100	1		1		34		9ss			5	5000								allskills		1	1	aura	118	3	12	regen-mana		17	68	res-all		25	36	pierce-immunity-light		300	300	dmg-ltng		170	340	hp		68	102	vit		34	51																		0				
jamellasunique513	513	100	1		1		47		9sm			5	5000								pal		1	3	heal-kill		16	29	move1		15	72	res-fire		32	49	cheap		10	20	mag%		72	144	regen		23	94	demon-heal		16	29	gold%		144	241														0				
jamellasunique514	514	100	1		1		32		9sb			5	5000								nec		1	3	res-all-max		10	20	vit		32	48	mana%		16	32	hp%		16	32	all-stats		13	21	regen-mana		16	64	mana-kill		13	21	oskill	81	6	32	enr		32	48										0				
jamellasunique515	515	100	1		1		40		9fc			5	5000								pal		1	3	heal-kill		15	25	res-ltng		30	47	ease		-40	-40	demon-heal		15	25	regen		20	80	mag%		65	130	addxp		10	20	gold%		130	220	abs-ltng%		25	50										0				
jamellasunique516	516	100	1		1		37		9cr			5	5000								allskills		1	1	res-all-max		10	20	dex		37	56	move1		15	62	slow		25	25	dmg-norm		185	370	hp		74	111																						0				
jamellasunique517	517	100	1		1		42		9bs			5	5000								pal		1	3	all-stats		15	26	vit		42	63	gold%		134	226	freeze		1	1	mag%		67	134	ease		-42	-42																						0				
jamellasunique518	518	100	1		1		52		9ls			5	5000								dru		1	4	dmg%		310	620	hp%		26	52	all-stats		18	31	dmg-ac		50	570	deadly		35	70	addxp		10	20	aura	108	3	18	dmg-undead		356	760	cheap		10	20										0				
jamellasunique519	519	100	1		1		52		9wd			5	5000								pal		1	4	gold%		154	256	ease		-52	-52	abs-fire%		25	50	extra-fire		104	156	hp%		26	52	all-stats		18	31																						0				
jamellasunique520	520	100	1		1		41		92h			5	5000								ass		1	3	mana-kill		15	26	all-stats		15	26	extra-pois		123	164	regen-mana		20	82	cheap		10	20	gold%		132	223	addxp		10	20	regen		20	82	oskill	32	3	14										0				
jamellasunique521	521	100	1		1		42		9cm			5	5000								dru		1	3	dmg-ac		50	470	openwounds		35	70	dmg-norm		210	420	move1		15	67	ignore-ac		1	1	heal-kill		15	26	cheap		10	20																		0				
jamellasunique522	522	100	1		1		43		9gs			5	5000								allskills		1	1	dmg-ac		50	480	noheal		1	1	aura	108	3	15	ignore-ac		1	1	att-demon		143	329																										0				
jamellasunique523	523	100	1		1		52		9b9			5	5000								dru		1	4	dmg%		310	620	att-undead		152	356	hp		104	156	att%		152	356	dmg-demon		356	760	att		285	545	dmg-norm		260	520																		0				
jamellasunique524	524	100	1		1		55		9fb			5	5000								dru		1	4	hp		110	165	aura	102	3	19	mana-kill		18	33	gold%		160	265	extra-fire		110	165	res-all-max		10	20	fireskill		1	4	mag%		80	160	regen-mana		27	110	demon-heal		18	33	regen		27	110		0				
jamellasunique525	525	100	1		1		56		9gd			5	5000								ass		1	4	cheap		10	20	res-all-max		10	20	res-pois-len		75	75	addxp		10	20	regen-mana		28	112	mana-kill		19	33	demon-heal		19	33	ease		-56	-56	oskill	121	6	56										0				
jamellasunique526	526	100	1		1		29		9dg			5	5000								allskills		1	1	res-all		24	34	all-stats		12	20	demon-heal		12	20	oskill	81	6	29	hp%		14	29	abs-ltng%		25	50																						0				
jamellasunique527	527	100	1		1		41		9di			5	5000								allskills		1	1	demon-heal		15	26	mana-kill		15	26	mag%		66	132	aura	114	3	14	regen		20	82	oskill	121	6	41	freeze		1	1	mana%		20	41	dmg-cold	150	205	410	gold%		132	223						0				
jamellasunique528	528	100	1		1		39		9kr			5	5000								ass		1	3	hp		78	117	dmg-cold	150	195	390	mana		78	117	cheap		10	20	freeze		1	1	mana-kill		14	25	mag%		64	128	regen-mana		19	78	abs-cold%		25	50										0				
jamellasunique529	529	100	1		1		51		9bl			5	5000								allskills		1	2	dmg-norm		255	510	dex		51	77	demon-heal		17	31	cheap		10	20	levelreq		1	1	addxp		10	20	oskill	121	6	51	indestruct		1	1	dmg-undead		353	755										0				
jamellasunique530	530	100	1		1		34		9tk			5	5000								sor		1	3	ease		-34	-34	res-all		25	36	oskill	58	6	34	regen-mana		17	68	demon-heal		13	22	addxp		10	20	mag%		59	118	heal-kill		13	22	res-all-max		10	20										0				
jamellasunique531	531	100	1		1		37		9ta			5	5000								ass		1	3	abs-ltng%		25	50	aura	118	3	13	mana-kill		14	24	oskill	32	3	13	addxp		10	20	light-thorns		37	74	ease		-37	-37	gold%		124	211														0				
jamellasunique532	532	100	1		1		36		9bk			5	5000								dru		1	3	dmg%		230	460	ease		-36	-36	swing1		15	61	all-stats		14	23	aura	113	3	12	indestruct		1	1																						0				
jamellasunique533	533	100	1		1		37		9b8			5	5000								bar		1	3	dmg%		235	470	heal-kill		14	24	res-all		25	37	att		210	395																														0				
jamellasunique534	534	100	1		1		35		9ja			5	5000								allskills		1	1	res-fire		29	45	pierce-immunity-fire		300	300	mana-kill		13	23	gold%		120	205	oskill	249	6	35	regen		17	70																						0				
jamellasunique535	535	100	1		1		41		9pi			5	5000								ama		1	3	oskill	58	6	41	mag%		66	132	cheap		10	20	res-fire-max		10	20	extra-fire		82	123	heal-kill		15	26	addxp		10	20	demon-heal		15	26	regen-mana		20	82	mana-kill		15	26						0				
jamellasunique536	536	100	1		1		38		9s9			5	5000								ama		1	3	pierce-immunity-poison		300	300	heal-kill		14	24	res-pois-len		75	75	cheap		10	20	oskill	81	6	38																										0				
jamellasunique537	537	100	1		1		44		9gl			5	5000								ama		1	3	dmg%		270	540	dex		44	66	dmg-norm		220	440	vit		44	66																														0				
jamellasunique538	538	100	1		1		45		9ts			5	5000								ass		1	3	pierce-immunity-light		300	300	res-ltng-max		10	20	oskill	276	6	45	cheap		10	20	light-thorns		45	90																										0				
jamellasunique539	539	100	1		1		30		9sr			5	5000								allskills		1	1	dmg%		200	400	att-demon		130	290	mag%		55	110	dmg-norm		150	300	dmg-ac		50	350	oskill	121	6	30	att		175	325																		0				
jamellasunique540	540	100	1		1		36		9tr			5	5000								bar		1	3	res-all		25	36	mag%		61	122	dmg%		230	460	oskill	81	6	36																														0				
jamellasunique541	541	100	1		1		41		9br			5	5000								ama		1	3	res-all-max		10	20	regen		20	82	gold%		132	223	aura	102	3	14	oskill	94	6	41	ease		-41	-41	regen-mana		20	82	mana		82	123	extra-fire		82	123	all-stats		15	26						0				
jamellasunique542	542	100	1		1		53		9st			5	5000								dru		1	4	mana-kill		18	32	mana		106	159	res-cold		33	50	dmg-cold	150	265	530	cheap		10	20	aura	114	3	18	addxp		10	20	gold%		156	259	mag%		78	156										0				
jamellasunique543	543	100	1		1		44		9p9			5	5000								bar		1	3	swing1		15	69	openwounds		35	70	res-all		27	38	res-all-max		10	20	str		44	66	dmg-demon		332	720	dmg%		270	540	demon-heal		16	27														0				
jamellasunique544	544	100	1		1		39		9b7			5	5000								dmg%		245	490	pierce-immunity-damage		300	300	dmg-ac		50	440	att-undead		139	317	regen		19	78	ethereal		1	1	indestruct		1	1	bar		1	3	res-all-max		10	20														0				
jamellasunique545	545	100	1		1		41		9vo			5	5000								ama		1	3	half-freeze		1	1	ease		-41	-41	aura	114	3	14	gold%		132	223	hp		82	123																										0				
jamellasunique546	546	100	1		1		47		9s8			5	5000								dru		1	3	vit		47	71	all-stats		16	29	hp		94	141	res-all		27	39	mana		94	141	heal-kill		16	29	demon-heal		16	29	regen-mana		23	94														0				
jamellasunique547	547	100	1		1		34		9pa			5	5000								ama		1	3	res-all-max		10	20	str		34	51	pierce-immunity-damage		300	300	reduce-ac		50	75	balance1		35	35	demon-heal		13	22	dmg%		220	440	cheap		10	20														0				
jamellasunique548	548	100	1		1		54		9h9			5	5000								dru		1	4	crush		25	27	demon-heal		18	32	thorns		54	108	ease		-54	-54	dmg%		320	640	reduce-ac		50	75	regen		27	108																		0				
